"sDm_D"	"sDm_E"	"sBn_D"	"sBn_E"	"sAn_D"	"sAn_E"
"ENSG00000252084"	0	0	0	0	0	0
"ENSG00000200085"	0	0	0	0	0	0
"ENSG00000264500"	0	0	0	0	0	0
"ENSG00000202025"	0	0	0	0	0	0
"ENSG00000225545"	0	0	0	0	0	0
"ENSG00000206990"	0	0	0	0	0	0
"ENSG00000230175"	5	5	7	2	3	11
"ENSG00000225272"	3	0	1	2	2	8
"ENSG00000273365"	11	4	9	2	4	6
"ENSG00000230659"	0	0	0	0	0	0
"ENSG00000215520"	0	0	0	0	0	0
"ENSG00000183114"	1	0	0	0	0	0
"ENSG00000284005"	0	0	0	0	0	0
"ENSG00000234473"	9	4	5	4	2	15
"ENSG00000238754"	0	1	1	0	1	1
"ENSG00000221680"	0	0	0	0	0	0
"ENSG00000276735"	0	0	0	2	1	0
"ENSG00000287453"	0	0	0	0	0	0
"ENSG00000270615"	0	0	0	0	0	0
"ENSG00000287283"	0	0	0	0	2	1
"ENSG00000240692"	0	0	0	0	0	0
"ENSG00000244389"	0	0	0	0	1	4
"ENSG00000278636"	0	0	0	0	0	0
"ENSG00000271992"	3	3	3	6	3	4
"ENSG00000237033"	0	0	0	0	0	0
"ENSG00000229239"	0	1	2	2	8	8
"ENSG00000273844"	0	0	0	0	0	0
"ENSG00000235748"	0	0	0	0	0	0
"ENSG00000221879"	0	0	0	0	0	0
"ENSG00000230260"	0	0	0	0	0	0
"ENSG00000199241"	0	0	0	0	0	0
"ENSG00000223963"	0	0	0	0	0	0
"ENSG00000215802"	0	0	0	0	0	0
"ENSG00000233615"	0	0	0	0	0	0
"ENSG00000238085"	2	1	1	1	0	0
"ENSG00000265831"	0	0	0	0	0	0
"ENSG00000224348"	0	0	0	0	0	0
"ENSG00000287738"	3	0	0	2	0	0
"ENSG00000132703"	1	0	0	0	0	0
"ENSG00000276632"	0	0	0	0	0	0
"ENSG00000223603"	0	0	0	0	0	0
"ENSG00000132693"	0	0	0	0	0	0
"ENSG00000235226"	0	0	0	0	0	0
"ENSG00000212161"	0	0	0	0	0	0
"ENSG00000243284"	1	2	0	2	1	5
"ENSG00000213085"	27	42	30	32	17	36
"ENSG00000266458"	0	1	0	0	0	0
"ENSG00000287040"	1	6	1	2	4	3
"ENSG00000279430"	7	35	10	10	5	0
"ENSG00000162723"	46	53	215	213	148	129
"ENSG00000273933"	0	0	0	0	0	1
"ENSG00000256029"	27	50	33	19	36	18
"ENSG00000188004"	4	8	7	1	1	3
"ENSG00000266580"	0	0	0	0	0	0
"ENSG00000269967"	23	34	24	23	42	45
"ENSG00000228634"	35	17	28	8	44	33
"ENSG00000284702"	0	0	0	0	0	0
"ENSG00000221040"	0	0	0	0	0	0
"ENSG00000212385"	0	0	0	0	0	0
"ENSG00000200547"	0	0	0	0	0	0
"ENSG00000224950"	323	443	532	361	359	316
"ENSG00000243364"	263	325	237	245	397	427
"ENSG00000251246"	0	0	0	0	0	0
"ENSG00000202027"	0	0	0	0	0	0
"ENSG00000223452"	0	0	0	0	0	0
"ENSG00000273088"	0	0	0	0	0	0
"ENSG00000284586"	0	0	0	0	0	0
"ENSG00000143627"	3	5	1	0	0	0
"ENSG00000253074"	0	0	0	0	0	0
"ENSG00000252116"	0	0	0	0	0	0
"ENSG00000228523"	1	0	0	0	2	1
"ENSG00000223263"	15	11	8	6	5	6
"ENSG00000207504"	0	0	0	0	0	0
"ENSG00000238139"	0	0	0	0	0	0
"ENSG00000197721"	4	1	6	5	4	0
"ENSG00000244703"	0	0	1	0	0	0
"ENSG00000226289"	0	0	3	0	0	0
"ENSG00000285239"	0	0	0	0	1	0
"ENSG00000234219"	7	1	7	1	3	4
"ENSG00000158731"	0	0	0	0	0	0
"ENSG00000201746"	7	8	7	3	4	17
"ENSG00000264881"	0	0	0	1	0	0
"ENSG00000199562"	19	13	23	22	43	17
"ENSG00000264501"	0	0	0	0	0	0
"ENSG00000284735"	98	98	112	112	90	128
"ENSG00000284642"	54	56	71	90	112	112
"ENSG00000271989"	0	1	0	0	0	0
"ENSG00000251503"	6	9	4	5	4	2
"ENSG00000175279"	22	15	17	17	28	14
"ENSG00000203469"	0	0	0	0	0	0
"ENSG00000236035"	37	49	25	20	18	17
"ENSG00000221643"	57	49	31	28	53	47
"ENSG00000227417"	9	6	8	0	5	13
"ENSG00000223505"	3	7	10	8	0	2
"ENSG00000236430"	0	0	0	0	0	0
"ENSG00000238231"	30	31	23	23	37	19
"ENSG00000240750"	22	13	14	6	12	17
"ENSG00000158156"	1505	1455	1304	1326	1144	1469
"ENSG00000283799"	0	0	0	0	0	0
"ENSG00000227934"	13	9	15	10	2	11
"ENSG00000229595"	0	0	0	0	0	0
"ENSG00000281912"	42	51	29	36	42	32
"ENSG00000288208"	0	0	0	0	0	0
"ENSG00000236872"	2	16	4	14	10	20
"ENSG00000226164"	0	0	0	0	0	0
"ENSG00000224014"	0	0	0	0	1	0
"ENSG00000215795"	28	23	2	9	10	1
"ENSG00000259865"	684	436	587	634	709	479
"ENSG00000283881"	0	0	0	0	0	0
"ENSG00000252516"	34	24	49	24	19	30
"ENSG00000214144"	0	1	1	0	0	0
"ENSG00000235818"	0	0	0	0	0	0
"ENSG00000202079"	4	0	1	5	7	4
"ENSG00000169224"	328	230	100	88	53	83
"ENSG00000177489"	1	0	0	0	0	0
"ENSG00000177476"	0	0	0	0	0	0
"ENSG00000283369"	0	0	0	0	0	0
"ENSG00000230411"	0	0	1	0	0	0
"ENSG00000251977"	0	0	0	0	0	0
"ENSG00000252254"	0	1	0	0	0	0
"ENSG00000227854"	0	0	0	0	0	0
"ENSG00000215805"	0	0	0	0	0	0
"ENSG00000228818"	1	2	0	3	3	6
"ENSG00000202041"	0	0	0	0	0	0
"ENSG00000223694"	0	0	0	0	0	0
"ENSG00000233735"	0	0	0	0	0	0
"ENSG00000228076"	6	2	2	2	0	9
"ENSG00000237349"	1	0	3	2	0	0
"ENSG00000244716"	483	387	470	396	381	349
"ENSG00000228665"	0	0	0	0	0	0
"ENSG00000228054"	0	0	0	0	0	0
"ENSG00000278249"	0	0	0	0	0	0
"ENSG00000251484"	3	1	12	0	2	0
"ENSG00000234937"	13	7	13	10	16	5
"ENSG00000283442"	0	3	2	1	1	6
"ENSG00000207475"	4	4	10	1	2	7
"ENSG00000280466"	0	0	0	0	0	0
"ENSG00000281394"	0	0	0	0	0	0
"ENSG00000277817"	16	10	8	7	2	13
"ENSG00000224276"	5	0	6	6	2	0
"ENSG00000252236"	0	0	1	2	3	0
"ENSG00000260238"	1	4	2	4	1	0
"ENSG00000242252"	15	24	27	24	18	12
"ENSG00000207933"	0	0	0	0	0	0
"ENSG00000254726"	12	15	11	9	8	11
"ENSG00000186160"	0	0	0	1	0	0
"ENSG00000225154"	0	0	0	0	0	0
"ENSG00000225514"	0	0	0	0	0	0
"ENSG00000226252"	1	4	3	4	0	0
"ENSG00000186790"	1	2	0	0	1	5
"ENSG00000237424"	143	145	65	77	109	116
"ENSG00000189030"	1	0	5	3	7	0
"ENSG00000162763"	1	1	0	0	0	0
"ENSG00000168275"	339	272	310	379	540	540
"ENSG00000241563"	23	17	20	10	3	6
"ENSG00000116678"	370	313	332	271	573	574
"ENSG00000186564"	63	58	30	33	57	67
"ENSG00000244038"	11791	11432	8851	8315	11700	14403
"ENSG00000158786"	2	0	0	0	1	0
"ENSG00000173080"	60	52	44	32	52	66
"ENSG00000276470"	0	0	0	0	0	0
"ENSG00000278852"	0	0	0	0	0	0
"ENSG00000275915"	0	0	0	0	0	0
"ENSG00000224904"	1	0	0	1	0	0
"ENSG00000201801"	7	3	4	3	3	4
"ENSG00000287384"	0	0	0	3	0	0
"ENSG00000270914"	3	1	0	3	2	0
"ENSG00000202461"	9	23	22	21	10	21
"ENSG00000276869"	0	0	0	0	0	0
"ENSG00000243539"	3	0	2	0	0	0
"ENSG00000120949"	1521	1410	1592	2026	2655	1587
"ENSG00000201135"	1	0	0	0	0	0
"ENSG00000227875"	0	0	0	0	0	0
"ENSG00000285604"	0	0	0	0	0	0
"ENSG00000283789"	0	0	1	1	0	0
"ENSG00000263676"	31	50	35	24	20	21
"ENSG00000200591"	10	10	3	1	5	6
"ENSG00000162521"	7626	7217	6143	5402	6506	8675
"ENSG00000278966"	4	13	12	16	13	17
"ENSG00000284035"	3	1	4	3	4	4
"ENSG00000236484"	3	6	2	7	4	2
"ENSG00000288093"	102	147	83	88	109	98
"ENSG00000206921"	0	0	0	0	0	0
"ENSG00000215840"	19	23	16	15	12	17
"ENSG00000277882"	11	3	2	4	9	8
"ENSG00000283317"	15	18	43	32	24	10
"ENSG00000277762"	0	0	0	0	0	0
"ENSG00000227139"	0	0	0	0	0	0
"ENSG00000234190"	0	0	0	0	0	0
"ENSG00000223728"	0	0	0	0	0	0
"ENSG00000121634"	0	0	0	0	0	0
"ENSG00000273059"	0	0	0	0	1	0
"ENSG00000206791"	0	0	7	0	1	0
"ENSG00000206585"	3	0	0	1	3	8
"ENSG00000198658"	39	69	39	30	29	39
"ENSG00000238382"	0	0	0	0	0	0
"ENSG00000207190"	0	0	0	0	0	0
"ENSG00000200508"	1	0	0	0	0	0
"ENSG00000188800"	10	9	1	10	2	1
"ENSG00000231296"	3	1	2	1	0	6
"ENSG00000227311"	0	0	0	0	0	0
"ENSG00000213172"	4	2	6	4	6	10
"ENSG00000284677"	7	1	16	10	6	4
"ENSG00000260920"	205	205	151	117	169	181
"ENSG00000255054"	0	0	0	0	0	0
"ENSG00000127423"	19	43	21	29	32	36
"ENSG00000207302"	0	0	0	0	0	0
"ENSG00000229786"	1	1	2	1	2	11
"ENSG00000223624"	0	0	1	0	0	0
"ENSG00000283938"	0	0	0	0	0	0
"ENSG00000199385"	0	0	0	0	0	0
"ENSG00000263381"	0	0	0	0	0	0
"ENSG00000126106"	248	259	340	286	509	590
"ENSG00000264294"	0	0	0	0	0	0
"ENSG00000200913"	19	22	22	23	18	37
"ENSG00000202031"	0	0	0	0	0	0
"ENSG00000207421"	0	0	0	0	0	0
"ENSG00000281859"	0	0	0	0	0	0
"ENSG00000234093"	1	1	2	0	8	0
"ENSG00000202444"	0	0	0	0	0	0
"ENSG00000226499"	6	8	9	11	21	7
"ENSG00000253039"	0	0	1	0	0	0
"ENSG00000229815"	0	1	1	0	0	0
"ENSG00000232369"	0	5	0	0	0	0
"ENSG00000268949"	0	0	0	1	0	0
"ENSG00000234315"	2	0	3	2	4	0
"ENSG00000229519"	55	28	34	18	33	23
"ENSG00000173662"	7	18	16	12	8	14
"ENSG00000230735"	6	8	12	3	6	16
"ENSG00000226394"	13	7	5	1	6	14
"ENSG00000237200"	31	29	38	21	18	7
"ENSG00000070886"	1	6	0	0	3	0
"ENSG00000276835"	0	0	0	0	0	0
"ENSG00000265422"	0	0	0	0	0	0
"ENSG00000223776"	0	1	0	0	0	0
"ENSG00000273058"	70	94	73	58	49	56
"ENSG00000230325"	52	62	36	17	11	39
"ENSG00000226498"	6	9	7	7	8	6
"ENSG00000237991"	0	0	0	1	0	2
"ENSG00000244020"	0	0	0	0	0	0
"ENSG00000288099"	0	0	0	0	0	0
"ENSG00000225886"	36	24	35	23	57	25
"ENSG00000206767"	0	0	0	0	0	0
"ENSG00000226662"	0	0	0	0	0	0
"ENSG00000207095"	0	0	0	0	0	0
"ENSG00000231344"	14	8	8	6	6	6
"ENSG00000230833"	5	9	7	5	2	7
"ENSG00000269971"	12	5	4	2	12	17
"ENSG00000270031"	9	16	7	10	14	13
"ENSG00000223062"	1	2	0	0	0	2
"ENSG00000286433"	4	1	5	2	5	6
"ENSG00000252947"	5	5	5	1	1	12
"ENSG00000223643"	0	0	0	0	0	0
"ENSG00000230239"	0	0	0	1	0	0
"ENSG00000263811"	0	0	0	0	0	0
"ENSG00000277234"	0	0	0	0	0	0
"ENSG00000235241"	0	0	0	0	0	0
"ENSG00000207005"	12	8	8	2	8	25
"ENSG00000159363"	3786	4712	3070	2670	2575	3758
"ENSG00000282843"	0	0	0	0	0	0
"ENSG00000142623"	1	1	2	4	0	0
"ENSG00000142619"	0	0	2	1	0	0
"ENSG00000266634"	0	0	0	0	0	0
"ENSG00000199459"	0	0	0	0	0	0
"ENSG00000273264"	0	1	0	0	0	0
"ENSG00000282057"	0	0	0	0	0	3
"ENSG00000199934"	0	0	0	1	2	0
"ENSG00000226643"	0	0	0	0	0	0
"ENSG00000234419"	0	0	3	2	2	1
"ENSG00000276997"	19	28	20	15	25	30
"ENSG00000222399"	0	0	0	0	0	0
"ENSG00000267305"	0	1	3	0	0	0
"ENSG00000143512"	9	5	17	7	7	8
"ENSG00000229399"	1	2	2	6	1	5
"ENSG00000272750"	86	80	56	87	55	65
"ENSG00000234523"	2	2	2	5	7	4
"ENSG00000233708"	0	1	0	0	0	0
"ENSG00000225099"	0	0	0	0	0	2
"ENSG00000284138"	4	15	5	8	2	0
"ENSG00000207256"	0	0	3	0	0	0
"ENSG00000283136"	0	0	0	0	0	0
"ENSG00000277513"	0	0	0	0	0	0
"ENSG00000226967"	0	0	0	0	2	0
"ENSG00000229570"	0	0	0	0	0	0
"ENSG00000203857"	1	0	0	0	0	0
"ENSG00000226443"	2	11	1	6	5	9
"ENSG00000249798"	6	3	4	0	6	10
"ENSG00000239873"	1	0	3	3	1	7
"ENSG00000240244"	10	9	8	5	13	9
"ENSG00000260941"	48	45	69	38	79	77
"ENSG00000198857"	19	16	13	19	17	41
"ENSG00000227205"	0	0	0	0	0	0
"ENSG00000226446"	0	0	0	0	0	0
"ENSG00000134249"	0	0	0	0	0	0
"ENSG00000027644"	51	55	24	22	10	18
"ENSG00000241992"	0	0	0	0	0	0
"ENSG00000137970"	512	669	455	559	902	739
"ENSG00000223229"	0	0	0	0	0	0
"ENSG00000226973"	0	0	0	0	0	0
"ENSG00000274468"	0	0	0	0	0	0
"ENSG00000266075"	13	14	7	6	12	8
"ENSG00000272153"	133	137	124	101	112	122
"ENSG00000230026"	1	2	5	1	0	0
"ENSG00000229795"	0	0	1	0	2	0
"ENSG00000238236"	0	0	0	0	0	0
"ENSG00000235638"	0	0	0	0	0	0
"ENSG00000231199"	0	0	0	0	0	0
"ENSG00000226663"	0	0	0	0	0	0
"ENSG00000231582"	0	0	0	0	0	0
"ENSG00000232714"	0	0	0	0	0	0
"ENSG00000235761"	0	0	0	0	0	0
"ENSG00000270710"	0	0	0	0	0	0
"ENSG00000227236"	0	0	0	0	2	1
"ENSG00000276584"	2	0	0	0	2	0
"ENSG00000282386"	34	38	25	45	46	68
"ENSG00000273026"	18	25	15	10	37	42
"ENSG00000285641"	0	0	0	0	0	0
"ENSG00000231416"	2	2	2	0	1	6
"ENSG00000200220"	1	0	0	0	0	0
"ENSG00000231837"	0	0	0	0	0	0
"ENSG00000263987"	0	0	0	0	0	0
"ENSG00000223254"	15	19	16	7	24	32
"ENSG00000226653"	0	0	0	0	0	0
"ENSG00000207209"	0	0	0	0	0	0
"ENSG00000272443"	0	0	0	0	0	0
"ENSG00000272480"	0	0	0	0	0	0
"ENSG00000207080"	0	0	0	0	0	0
"ENSG00000231791"	0	0	0	0	0	0
"ENSG00000244568"	0	0	0	0	0	0
"ENSG00000230470"	13	5	1	1	3	3
"ENSG00000232036"	13	11	2	1	8	14
"ENSG00000215381"	0	0	0	2	0	0
"ENSG00000284726"	23	8	21	13	15	28
"ENSG00000201405"	0	0	0	0	0	0
"ENSG00000271420"	2	3	2	8	6	4
"ENSG00000232482"	1	0	2	1	0	1
"ENSG00000285779"	0	0	0	0	0	0
"ENSG00000270780"	0	0	0	0	0	0
"ENSG00000232895"	1	0	0	1	0	0
"ENSG00000273698"	0	0	0	0	0	0
"ENSG00000273112"	31	16	26	17	12	28
"ENSG00000173110"	1173	1086	1292	1178	1387	1832
"ENSG00000224203"	2	1	0	2	0	1
"ENSG00000224515"	2	1	2	2	0	2
"ENSG00000231586"	0	1	0	0	0	2
"ENSG00000234211"	1	0	5	8	0	1
"ENSG00000143125"	1	0	4	3	3	0
"ENSG00000143105"	0	0	3	3	0	4
"ENSG00000199710"	0	0	0	0	0	0
"ENSG00000237415"	1	2	0	4	3	4
"ENSG00000232791"	0	1	0	0	0	0
"ENSG00000279774"	0	0	0	0	2	0
"ENSG00000286486"	0	0	0	2	0	0
"ENSG00000244066"	0	0	0	0	0	0
"ENSG00000287531"	0	0	0	0	0	0
"ENSG00000283701"	1	0	2	0	1	0
"ENSG00000207134"	0	1	3	1	2	12
"ENSG00000227773"	7	6	5	3	10	17
"ENSG00000207144"	1	6	1	4	4	0
"ENSG00000237872"	33	30	24	11	9	25
"ENSG00000271267"	0	0	0	0	0	0
"ENSG00000225082"	12	6	12	6	9	3
"ENSG00000223503"	6	10	10	15	14	14
"ENSG00000235089"	0	0	0	0	1	0
"ENSG00000285179"	0	0	0	0	0	0
"ENSG00000223026"	0	0	0	0	0	0
"ENSG00000202167"	0	0	0	0	0	0
"ENSG00000207349"	0	0	0	0	0	0
"ENSG00000252826"	0	0	0	0	0	0
"ENSG00000206737"	0	2	0	0	0	0
"ENSG00000242352"	0	0	2	1	0	0
"ENSG00000270962"	0	0	0	1	3	2
"ENSG00000252105"	0	0	0	0	0	0
"ENSG00000237503"	0	0	0	0	0	0
"ENSG00000276674"	0	0	0	0	0	0
"ENSG00000023572"	939	865	734	616	1030	1189
"ENSG00000116396"	1030	1156	1502	1107	689	735
"ENSG00000244457"	0	0	0	0	0	0
"ENSG00000274975"	0	0	0	0	0	0
"ENSG00000229348"	3	0	1	5	0	0
"ENSG00000264293"	0	0	0	0	0	0
"ENSG00000272455"	62	49	83	83	90	58
"ENSG00000215915"	46	45	43	46	67	59
"ENSG00000236085"	0	0	0	0	0	0
"ENSG00000234441"	0	0	0	0	0	0
"ENSG00000227408"	0	0	0	0	0	0
"ENSG00000199672"	3	2	1	6	2	7
"ENSG00000201492"	17	20	15	7	12	5
"ENSG00000213028"	2	3	1	0	2	1
"ENSG00000225984"	0	0	0	0	0	0
"ENSG00000178828"	0	0	0	0	0	0
"ENSG00000188784"	0	0	0	2	1	0
"ENSG00000242688"	0	0	0	0	0	0
"ENSG00000177186"	0	0	0	0	0	0
"ENSG00000177174"	0	0	0	0	0	1
"ENSG00000162456"	0	0	0	0	0	0
"ENSG00000227163"	0	0	0	0	0	0
"ENSG00000271647"	0	0	0	0	0	0
"ENSG00000239560"	0	0	0	0	0	0
"ENSG00000196539"	1	1	3	1	2	0
"ENSG00000203661"	0	0	0	0	0	0
"ENSG00000271934"	0	0	0	0	0	0
"ENSG00000227102"	0	0	0	0	0	0
"ENSG00000183310"	0	1	0	0	0	1
"ENSG00000201602"	0	0	0	0	0	0
"ENSG00000271701"	0	0	0	0	0	0
"ENSG00000187238"	0	0	0	0	0	0
"ENSG00000185962"	0	0	0	2	0	0
"ENSG00000187223"	0	0	0	0	0	0
"ENSG00000159455"	0	0	0	0	0	0
"ENSG00000187173"	0	0	0	0	0	0
"ENSG00000204501"	0	0	0	0	0	0
"ENSG00000228229"	0	0	0	0	0	0
"ENSG00000204481"	0	0	0	0	0	0
"ENSG00000204479"	0	0	0	0	0	0
"ENSG00000224678"	0	1	0	0	0	0
"ENSG00000233401"	2	3	1	1	0	0
"ENSG00000273487"	19	22	20	15	26	20
"ENSG00000226773"	0	0	0	0	1	0
"ENSG00000274481"	0	0	0	0	0	0
"ENSG00000228594"	285	500	393	341	281	394
"ENSG00000272106"	328	358	295	255	439	352
"ENSG00000268575"	119	138	137	104	169	245
"ENSG00000230942"	0	0	0	0	0	3
"ENSG00000158481"	187	143	122	59	144	366
"ENSG00000186306"	0	1	0	0	0	0
"ENSG00000203758"	0	0	0	0	0	0
"ENSG00000236257"	0	0	0	0	0	0
"ENSG00000198703"	1	0	0	0	0	0
"ENSG00000227445"	0	0	0	0	0	0
"ENSG00000231434"	0	1	0	0	1	2
"ENSG00000229635"	10	10	9	10	24	14
"ENSG00000207379"	0	1	1	0	0	0
"ENSG00000212601"	0	0	0	0	0	1
"ENSG00000224114"	16	7	143	218	172	234
"ENSG00000199349"	20	13	8	4	4	3
"ENSG00000162892"	14464	12586	6163	4532	4696	19480
"ENSG00000271680"	51	54	103	57	41	89
"ENSG00000226945"	58	56	74	49	45	38
"ENSG00000162897"	38	22	1	0	3	0
"ENSG00000198890"	649	577	508	500	487	647
"ENSG00000224550"	1	0	1	0	1	0
"ENSG00000169442"	4076	4094	2923	3129	6164	4862
"ENSG00000225854"	8	13	3	2	6	19
"ENSG00000241745"	1	4	0	0	0	0
"ENSG00000228407"	0	0	0	0	0	0
"ENSG00000223429"	1	1	1	2	2	3
"ENSG00000224255"	0	1	4	10	5	8
"ENSG00000236004"	1	0	0	0	1	0
"ENSG00000237663"	0	1	0	0	0	0
"ENSG00000213735"	1	0	2	0	1	1
"ENSG00000272100"	8	7	8	3	7	8
"ENSG00000272226"	28	31	25	28	23	11
"ENSG00000270598"	0	0	0	0	0	0
"ENSG00000223570"	0	0	0	0	0	0
"ENSG00000185155"	14	11	9	6	1	12
"ENSG00000236773"	2	0	4	1	0	0
"ENSG00000201898"	0	0	1	0	0	0
"ENSG00000221406"	8	10	6	2	7	7
"ENSG00000229742"	3	0	2	0	0	0
"ENSG00000206887"	0	0	0	0	0	0
"ENSG00000266618"	1	1	0	1	0	0
"ENSG00000229991"	1	0	1	1	0	0
"ENSG00000234247"	0	0	0	0	0	0
"ENSG00000237624"	6	10	6	1	2	5
"ENSG00000201457"	0	0	0	0	0	0
"ENSG00000225903"	0	0	0	0	0	0
"ENSG00000225333"	1	0	0	0	0	0
"ENSG00000252413"	0	0	0	0	0	0
"ENSG00000236994"	0	0	0	0	0	0
"ENSG00000275406"	1	2	0	0	0	0
"ENSG00000270287"	0	0	0	0	0	0
"ENSG00000229965"	0	0	0	0	0	0
"ENSG00000223282"	1	0	0	0	0	0
"ENSG00000177770"	0	0	0	0	0	0
"ENSG00000283933"	0	0	0	0	0	0
"ENSG00000264553"	14	9	23	8	9	29
"ENSG00000277452"	88	123	115	100	88	150
"ENSG00000274963"	195	254	189	155	226	263
"ENSG00000253047"	44	24	41	24	51	21
"ENSG00000276103"	38	36	28	50	39	20
"ENSG00000143452"	17	12	14	14	48	14
"ENSG00000206931"	1	0	0	0	0	0
"ENSG00000236713"	3	0	1	0	3	3
"ENSG00000224690"	2	4	4	3	1	1
"ENSG00000203804"	0	0	0	0	0	0
"ENSG00000143384"	65276	58842	49405	44328	46353	74956
"ENSG00000276255"	14	10	8	11	8	23
"ENSG00000284163"	0	0	0	0	0	0
"ENSG00000224566"	2	9	5	4	7	8
"ENSG00000287895"	13	10	20	8	9	6
"ENSG00000280157"	7	6	12	14	6	15
"ENSG00000227625"	0	0	0	0	0	0
"ENSG00000162913"	37	62	52	66	47	56
"ENSG00000269934"	145	211	152	138	142	181
"ENSG00000270110"	19	28	34	22	14	8
"ENSG00000286773"	0	0	0	0	0	0
"ENSG00000287315"	133	126	254	203	85	83
"ENSG00000270104"	2	3	3	3	0	6
"ENSG00000284311"	0	0	0	0	0	0
"ENSG00000230841"	0	0	0	0	0	0
"ENSG00000266174"	0	0	0	0	0	0
"ENSG00000279306"	20	13	7	8	5	9
"ENSG00000202056"	0	0	0	0	0	0
"ENSG00000251823"	0	0	0	0	0	0
"ENSG00000234917"	5	1	2	0	1	1
"ENSG00000164007"	4	2	2	4	0	0
"ENSG00000227312"	0	2	0	0	1	0
"ENSG00000239106"	0	0	0	0	0	0
"ENSG00000116539"	7857	7629	8641	6481	5099	7126
"ENSG00000250135"	0	0	1	0	0	0
"ENSG00000224066"	8	1	17	8	3	3
"ENSG00000277617"	18	11	9	12	13	15
"ENSG00000252450"	5	1	6	4	3	5
"ENSG00000162526"	27	27	27	19	23	23
"ENSG00000206651"	19	17	29	14	24	29
"ENSG00000252777"	3	2	0	0	0	3
"ENSG00000233427"	24	34	20	11	7	8
"ENSG00000199756"	1	1	1	0	0	0
"ENSG00000225616"	0	10	3	0	0	4
"ENSG00000206704"	0	1	3	0	0	10
"ENSG00000277958"	13	4	5	8	23	11
"ENSG00000225750"	12	6	5	3	4	4
"ENSG00000277916"	0	0	0	0	0	0
"ENSG00000237934"	11	8	8	15	10	14
"ENSG00000286231"	0	0	0	0	0	0
"ENSG00000221571"	1	0	0	0	0	0
"ENSG00000276642"	0	0	0	0	0	0
"ENSG00000272823"	1	1	3	1	4	8
"ENSG00000238078"	9	19	5	23	12	15
"ENSG00000260505"	0	0	0	0	2	3
"ENSG00000235163"	0	0	0	0	0	0
"ENSG00000234863"	0	0	0	0	0	0
"ENSG00000226226"	0	0	0	0	0	0
"ENSG00000243872"	0	0	0	0	0	0
"ENSG00000162817"	170	195	151	183	163	341
"ENSG00000236535"	9	7	7	3	11	13
"ENSG00000225713"	0	0	0	0	0	0
"ENSG00000215867"	8	9	10	4	7	19
"ENSG00000201028"	5	2	1	7	2	6
"ENSG00000197852"	914	995	906	874	873	1631
"ENSG00000284830"	0	0	2	0	2	1
"ENSG00000232558"	0	0	0	0	0	0
"ENSG00000237556"	0	0	0	0	0	0
"ENSG00000228548"	2	2	0	0	4	0
"ENSG00000238183"	0	0	0	0	0	0
"ENSG00000228525"	1	0	0	0	0	0
"ENSG00000233706"	0	0	0	0	0	0
"ENSG00000287532"	0	1	3	0	0	1
"ENSG00000270149"	1	0	0	0	0	0
"ENSG00000232879"	17	15	18	9	19	23
"ENSG00000186517"	47668	51347	40142	36806	41725	50933
"ENSG00000238934"	4	4	5	1	0	3
"ENSG00000235549"	0	0	0	0	0	0
"ENSG00000206654"	0	2	0	1	0	3
"ENSG00000222378"	4	5	2	0	6	6
"ENSG00000287422"	2	2	4	1	5	15
"ENSG00000226438"	8	1	0	6	6	25
"ENSG00000217897"	11	0	0	3	1	3
"ENSG00000288674"	2	1	3	2	1	0
"ENSG00000228625"	0	0	0	0	0	0
"ENSG00000261654"	97	84	58	45	64	109
"ENSG00000225672"	0	0	1	0	0	0
"ENSG00000252760"	0	0	0	0	0	0
"ENSG00000272982"	0	0	0	0	0	0
"ENSG00000273221"	0	0	0	0	0	0
"ENSG00000238365"	4	8	15	4	5	4
"ENSG00000237920"	0	0	0	0	1	0
"ENSG00000226855"	0	0	1	0	0	0
"ENSG00000228264"	5	6	19	6	16	12
"ENSG00000187980"	0	4	0	1	1	0
"ENSG00000284710"	0	0	0	0	0	0
"ENSG00000288670"	298	319	330	293	276	211
"ENSG00000200175"	0	0	0	0	0	0
"ENSG00000229357"	0	0	0	0	0	0
"ENSG00000248642"	0	0	0	0	0	0
"ENSG00000248442"	0	0	0	0	0	0
"ENSG00000251686"	0	0	0	0	0	0
"ENSG00000249197"	0	0	0	0	0	0
"ENSG00000288636"	0	0	0	0	0	0
"ENSG00000234379"	0	0	0	0	0	0
"ENSG00000225447"	63	63	88	98	59	45
"ENSG00000234329"	117	90	115	94	65	98
"ENSG00000230896"	88	76	72	49	88	92
"ENSG00000198160"	4209	3764	3633	3216	3700	4816
"ENSG00000058673"	61	55	52	46	63	52
"ENSG00000133216"	261	295	588	542	1254	486
"ENSG00000227000"	0	0	0	0	0	0
"ENSG00000176256"	0	0	0	0	0	0
"ENSG00000217644"	0	0	0	0	0	0
"ENSG00000276645"	0	5	1	0	4	0
"ENSG00000278997"	127	143	159	121	121	143
"ENSG00000116525"	1573	1797	1556	1303	1404	1700
"ENSG00000279179"	159	116	155	105	146	167
"ENSG00000284721"	1	4	0	2	0	0
"ENSG00000225934"	0	0	0	1	0	1
"ENSG00000215812"	1	2	2	3	2	1
"ENSG00000230005"	0	1	1	5	0	15
"ENSG00000274178"	0	0	0	0	0	0
"ENSG00000274764"	0	0	0	0	0	0
"ENSG00000277862"	0	0	0	0	0	0
"ENSG00000236179"	0	0	0	0	0	0
